ID,SKU,Name,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 4 name","Attribute 4 value(s)","Attribute 4 visible","Attribute 4 global","Attribute 5 name","Attribute 5 value(s)","Attribute 5 visible","Attribute 5 global","Attribute 6 name","Attribute 6 value(s)","Attribute 6 visible","Attribute 6 global","Attribute 7 name","Attribute 7 value(s)","Attribute 7 visible","Attribute 7 global","Attribute 8 name","Attribute 8 value(s)","Attribute 8 visible","Attribute 8 global","Attribute 9 name","Attribute 9 value(s)","Attribute 9 visible","Attribute 9 global","Attribute 10 name","Attribute 10 value(s)","Attribute 10 visible","Attribute 10 global","Attribute 11 name","Attribute 11 value(s)","Attribute 11 visible","Attribute 11 global","Attribute 12 name","Attribute 12 value(s)","Attribute 12 visible","Attribute 12 global"
6311,CDM-A17795,"Sourdine pour contrebasse Tourte 2 trous",Instrument,Contrebasse,1,1,Marque,Tourte,1,1,Modèle,"2 trous",1,1,"Type produit",Sourdine,1,1,Taille,,0,1,Couleur,,0,0,Matière,Caoutchouc,1,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6313,CDM-EF412F,"Sourdine pour violoncelle Ultra",Instrument,Violoncelle,1,1,Marque,Ultra,1,1,Modèle,Ultra,1,1,"Type produit",Sourdine,1,1,Taille,,0,1,Couleur,,0,0,Matière,Caoutchouc,1,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6314,CDM-B69AB9,"Étui de violoncelle Artist Ultralight 4/4",Instrument,Violoncelle,1,1,Marque,Artist,1,1,Modèle,Ultralight,1,1,"Type produit",Étui,1,1,Taille,4/4,1,1,Couleur,"Aluminium brossé, Claire, Blanc, Claire, Bleu, Claire, Lilas, Claire, Noir, Claire, Rouge, Claire, Turquoise, Claire",1,0,Matière,"Fibre de carbone, Aluminium, Cuir",1,0,Poids,"2,7 kg",1,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6316,CDM-0D038C,"Colophane violon/alto Thomastik Dominant",Instrument,"Violon, Alto",1,1,Marque,Thomastik,1,1,Modèle,Dominant,1,1,"Type produit",Colophane,1,1,Taille,,0,1,Couleur,,0,0,Matière,,0,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6318,CDM-2BA5E3,"Colophane violon/alto Pirastro Schwartz",Instrument,"Violon, Alto",1,1,Marque,Pirastro,1,1,Modèle,Schwartz,1,1,"Type produit",Colophane,1,1,Taille,,0,1,Couleur,,0,0,Matière,Acier,1,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6381,CDM-1BFD86,"Étui de violoncelle Artist Ultralight 4/4 Lavender Lavanda",Instrument,Violoncelle,1,1,Marque,Artist,1,1,Modèle,Ultralight,1,1,"Type produit",Étui,1,1,Taille,4/4,1,1,Couleur,Claire,1,0,Matière,"Fibre de carbone, Aluminium, Cuir",1,0,Poids,"2,7 kg",1,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6388,CDM-07C5C0,"Colophane violon/alto/violoncelle Corelli Gustave Bernardel",Instrument,"Violon, Alto, Violoncelle",1,1,Marque,Corelli,1,1,Modèle,"Gustave Bernardel",1,1,"Type produit",Colophane,1,1,Taille,,0,1,Couleur,,0,0,Matière,,0,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6392,CDM-1D329B,"Pâte pour chevilles Pirastro Peg Compound",Instrument,,0,1,Marque,Pirastro,1,1,Modèle,"Peg Compound",1,1,"Type produit",Entretien,1,1,Taille,,0,1,Couleur,,0,0,Matière,,0,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6394,CDM-E2729A,"Étui pour 24 archets violon/alto/violoncelle Rapsody CSW024",Instrument,"Violon, Alto, Violoncelle",1,1,Marque,Rapsody,1,1,Modèle,CSW024,1,1,"Type produit","Étui pour archet",1,1,Taille,,0,1,Couleur,,0,0,Matière,,0,0,Poids,,0,0,Forme,,0,0,"Capacité archets",24,1,0,Roulettes,,0,0,Variante,,0,0
6400,CDM-3A2495,"Housse violoncelle Rapsody ACTB 1/2",Instrument,Violoncelle,1,1,Marque,Rapsody,1,1,Modèle,ACTB,1,1,"Type produit",Housse,1,1,Taille,"1/2, 7/8",1,1,Couleur,,0,0,Matière,Plastique,1,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6402,CDM-36CB7B,"Housse violoncelle Rapsody ACTB 1/4",Instrument,Violoncelle,1,1,Marque,Rapsody,1,1,Modèle,ACTB,1,1,"Type produit",Housse,1,1,Taille,"1/4, 7/8",1,1,Couleur,,0,0,Matière,Plastique,1,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6404,CDM-B5AEA7,"Colophane contrebasse Super-Sensitive Clarity verano 9252",Instrument,Contrebasse,1,1,Marque,Super-Sensitive,1,1,Modèle,"Clarity verano 9252",1,1,"Type produit",Colophane,1,1,Taille,,0,1,Couleur,,0,0,Matière,,0,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6406,CDM-0CE200,"Étui de violon Rapsody Rocket Cabina 4/4",Instrument,Violon,1,1,Marque,Rapsody,1,1,Modèle,Rocket,1,1,"Type produit",Étui,1,1,Taille,4/4,1,1,Couleur,"Blanc, Noir, Turquoise",1,0,Matière,,0,0,Poids,"1,5 kg",1,0,Forme,"Forme, Rocket, Finition 3D",1,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6408,CDM-B07B63,"Colophane violoncelle Nyman-Harts",Instrument,Violoncelle,1,1,Marque,Nyman-Harts,1,1,Modèle,,0,1,"Type produit",Colophane,1,1,Taille,,0,1,Couleur,,0,0,Matière,Plastique,1,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6411,CDM-24F9B9,"Colophane contrebasse Nyman-Harts",Instrument,Contrebasse,1,1,Marque,Nyman-Harts,1,1,Modèle,,0,1,"Type produit",Colophane,1,1,Taille,,0,1,Couleur,,0,0,Matière,Plastique,1,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6414,CDM-299651,"Colophane violon/alto Nyman-Harts",Instrument,"Violon, Alto",1,1,Marque,Nyman-Harts,1,1,Modèle,,0,1,"Type produit",Colophane,1,1,Taille,,0,1,Couleur,,0,0,Matière,Plastique,1,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6417,CDM-4D5C20,"Étui doble pour violon Rapsody Duo 4/4",Instrument,Violon,1,1,Marque,Rapsody,1,1,Modèle,Duo,1,1,"Type produit",Étui,1,1,Taille,4/4,1,1,Couleur,,0,0,Matière,,0,0,Poids,"6 kg",1,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6423,CDM-E8FBB5,"Housse violoncelle Rapsody ACTB 3/4",Instrument,Violoncelle,1,1,Marque,Rapsody,1,1,Modèle,ACTB,1,1,"Type produit",Housse,1,1,Taille,"3/4, 7/8",1,1,Couleur,,0,0,Matière,Plastique,1,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6424,CDM-6D11F4,"Housse violoncelle Rapsody ACTB 4/4",Instrument,Violoncelle,1,1,Marque,Rapsody,1,1,Modèle,ACTB,1,1,"Type produit",Housse,1,1,Taille,"4/4, 7/8",1,1,Couleur,,0,0,Matière,Plastique,1,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6425,CDM-BF3511,"Housse violoncelle Rapsody ACTB 7/8",Instrument,Violoncelle,1,1,Marque,Rapsody,1,1,Modèle,ACTB,1,1,"Type produit",Housse,1,1,Taille,"7/8, 4/4",1,1,Couleur,,0,0,Matière,Plastique,1,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6427,CDM-12217D,"Épaulière violon Kun Bravo Collapsible",Instrument,Violon,1,1,Marque,Kun,1,1,Modèle,"Bravo Collapsible",1,1,"Type produit",Épaulière,1,1,Taille,4/4,1,1,Couleur,,0,0,Matière,Érable,1,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,Forme,1,0
6432,CDM-959677,"Sourdine pour violon D'Addario Spector Mute Copper Cobre",Instrument,Violon,1,1,Marque,D'Addario,1,1,Modèle,"Spector Mute",1,1,"Type produit",Sourdine,1,1,Taille,,0,1,Couleur,,0,0,Matière,,0,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6436,CDM-99AFB5,"Sourdine pour violon D'Addario Spector Mute Noir",Instrument,Violon,1,1,Marque,D'Addario,1,1,Modèle,"Spector Mute",1,1,"Type produit",Sourdine,1,1,Taille,,0,1,Couleur,Noir,1,0,Matière,,0,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6438,CDM-B7F2D2,"Sourdine pour contrebasse Hill ébène",Instrument,Contrebasse,1,1,Marque,"W.E. Hill",1,1,Modèle,Hill,1,1,"Type produit",Sourdine,1,1,Taille,,0,1,Couleur,Ébène,1,0,Matière,Ébène,1,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6440,CDM-F4FF43,"Colophane violoncelle Pirastro violoncelle",Instrument,Violoncelle,1,1,Marque,Pirastro,1,1,Modèle,,0,1,"Type produit",Colophane,1,1,Taille,,0,1,Couleur,,0,0,Matière,,0,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6442,CDM-F0159A,"Colophane violon/alto Pirastro Obligato/Violino",Instrument,"Violon, Alto",1,1,Marque,Pirastro,1,1,Modèle,Obligato/Violino,1,1,"Type produit",Colophane,1,1,Taille,,0,1,Couleur,,0,0,Matière,,0,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6444,CDM-B0B2C9,"Épaulière alto Kun Bravo Collapsible",Instrument,Alto,1,1,Marque,Kun,1,1,Modèle,"Bravo Collapsible",1,1,"Type produit",Épaulière,1,1,Taille,"15""-16,5""",1,1,Couleur,,0,0,Matière,Érable,1,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,Forme,1,0
6449,CDM-305DC3,"Crème protectrice pour les doigts Pirastro Finger Protect",Instrument,,0,1,Marque,Pirastro,1,1,Modèle,"Finger Protect",1,1,"Type produit",Entretien,1,1,Taille,,0,1,Couleur,,0,0,Matière,,0,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6451,CDM-AD47A1,"1470 Colophane violon Hill claire",Instrument,Violon,1,1,Marque,"W.E. Hill",1,1,Modèle,"1470 Hill",1,1,"Type produit",Colophane,1,1,Taille,,0,1,Couleur,Claire,1,0,Matière,,0,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6458,CDM-4D25F1,"Colophane violon Hill foncée",Instrument,Violon,1,1,Marque,"W.E. Hill",1,1,Modèle,Hill,1,1,"Type produit",Colophane,1,1,Taille,,0,1,Couleur,Foncée,1,0,Matière,,0,0,Poids,"28 g",1,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6459,CDM-070470,"Étui de violon Rapsody Rainbow forma 4/4",Instrument,Violon,1,1,Marque,Rapsody,1,1,Modèle,Rainbow,1,1,"Type produit",Étui,1,1,Taille,4/4,1,1,Couleur,"Blanc, Bleu, Gris, Lilas, Menthe, Noir, Rose, Rouge, Turquoise",1,0,Matière,"Fibre de carbone, Polycarbonate",1,0,Poids,"1,9 kg",1,0,Forme,Forme,1,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6460,CDM-60C311,"Étui de violon Rapsody rectangular Rainbow 4/4",Instrument,Violon,1,1,Marque,Rapsody,1,1,Modèle,Rainbow,1,1,"Type produit",Étui,1,1,Taille,4/4,1,1,Couleur,"Bleu, Menthe, Noir, Rose, Rouge",1,0,Matière,"Fibre de carbone, Polycarbonate",1,0,Poids,"2,5 kg",1,0,Forme,Rectangulaire,1,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6462,CDM-A89B18,"Liquide Nettoyant Hill",Instrument,,0,1,Marque,"W.E. Hill",1,1,Modèle,,0,1,"Type produit",Entretien,1,1,Taille,,0,1,Couleur,,0,0,Matière,,0,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6483,CDM-1692E8,"Colophane contrebasse Pirastro Bass",Instrument,Contrebasse,1,1,Marque,Pirastro,1,1,Modèle,Bass,1,1,"Type produit",Colophane,1,1,Taille,,0,1,Couleur,,0,0,Matière,,0,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6485,CDM-FBCEB8,"Colophane violon/alto Pirastro Gold",Instrument,"Violon, Alto",1,1,Marque,Pirastro,1,1,Modèle,Gold,1,1,"Type produit",Colophane,1,1,Taille,,0,1,Couleur,Doré,1,0,Matière,,0,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6487,CDM-DC4D21,"Colophane violon/alto Pirastro Tonica",Instrument,"Violon, Alto",1,1,Marque,Pirastro,1,1,Modèle,Tonica,1,1,"Type produit",Colophane,1,1,Taille,,0,1,Couleur,,0,0,Matière,,0,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6489,CDM-2D00E1,"Colophane Aquila",Instrument,,0,1,Marque,Aquila,1,1,Modèle,,0,1,"Type produit",Colophane,1,1,Taille,,0,1,Couleur,,0,0,Matière,,0,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6492,CDM-59D8A5,"Colophane violoncelle Thomastik Special",Instrument,Violoncelle,1,1,Marque,Thomastik,1,1,Modèle,Special,1,1,"Type produit",Colophane,1,1,Taille,,0,1,Couleur,,0,0,Matière,,0,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6495,CDM-3540C0,"Colophane contrebasse Thomastik Artist 205A",Instrument,Contrebasse,1,1,Marque,Thomastik,1,1,Modèle,"Artist 205A",1,1,"Type produit",Colophane,1,1,Taille,,0,1,Couleur,,0,0,Matière,,0,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6497,CDM-45A8E7,"Colophane violoncelle Petz Viena's Best",Instrument,Violoncelle,1,1,Marque,Petz,1,1,Modèle,"Viena's Best",1,1,"Type produit",Colophane,1,1,Taille,,0,1,Couleur,,0,0,Matière,,0,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6502,CDM-7776D9,"Colophane contrebasse Petz Premium Soft",Instrument,Contrebasse,1,1,Marque,Petz,1,1,Modèle,"Premium Soft",1,1,"Type produit",Colophane,1,1,Taille,,0,1,Couleur,,0,0,Matière,Bois,1,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,Forme,1,0
6505,CDM-3CE7F0,"Colophane violon/alto Petz Viena's Best",Instrument,"Violon, Alto",1,1,Marque,Petz,1,1,Modèle,"Viena's Best",1,1,"Type produit",Colophane,1,1,Taille,,0,1,Couleur,,0,0,Matière,,0,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6510,CDM-730FE4,"Housse violoncelle Rapsody avec roues ACRB 4/4 Noir",Instrument,Violoncelle,1,1,Marque,Rapsody,1,1,Modèle,ACRB,1,1,"Type produit",Housse,1,1,Taille,4/4,1,1,Couleur,Noir,1,0,Matière,Plastique,1,0,Poids,"5 kg",1,0,Forme,"Avec roues",1,0,"Capacité archets",,0,0,Roulettes,Oui,1,0,Variante,,0,0
6543,CDM-80E4B2,"Sourdine pour violon/alto Alpine Mute Professional",Instrument,"Violon, Alto",1,1,Marque,"Alpine Mute",1,1,Modèle,Professional,1,1,"Type produit",Sourdine,1,1,Taille,,0,1,Couleur,"Blanc, Noir",1,0,Matière,,0,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6544,CDM-50DE43,"Étui d’alto Rapsody Rainbow forma",Instrument,Alto,1,1,Marque,Rapsody,1,1,Modèle,Rainbow,1,1,"Type produit",Étui,1,1,Taille,"14"", 16,5""",1,1,Couleur,"Blanc, Bleu, Gris, Lilas, Menthe, Noir, Rose, Rouge, Turquoise",1,0,Matière,"Fibre de carbone, Polycarbonate",1,0,Poids,"2,1 kg",1,0,Forme,Forme,1,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6599,CDM-6D2FA7,"Sourdine pour contrebasse Ultra",Instrument,Contrebasse,1,1,Marque,Ultra,1,1,Modèle,Ultra,1,1,"Type produit",Sourdine,1,1,Taille,,0,1,Couleur,,0,0,Matière,Caoutchouc,1,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6601,CDM-542ADC,"Colophane violon/alto Pirastro Eudoxa",Instrument,"Violon, Alto",1,1,Marque,Pirastro,1,1,Modèle,Eudoxa,1,1,"Type produit",Colophane,1,1,Taille,,0,1,Couleur,,0,0,Matière,,0,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6603,CDM-B9C308,"Étui d’alto Rapsody forma 16AA Rose",Instrument,Alto,1,1,Marque,Rapsody,1,1,Modèle,16AA,1,1,"Type produit",Étui,1,1,Taille,"14"", 16,5""",1,1,Couleur,Rose,1,0,Matière,,0,0,Poids,"2,7 kg",1,0,Forme,Forme,1,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6646,CDM-08C6BA,"Étui d’alto Rapsody Rainbow rectangular",Instrument,Alto,1,1,Marque,Rapsody,1,1,Modèle,Rainbow,1,1,"Type produit",Étui,1,1,Taille,"17""",1,1,Couleur,"Bleu, Noir, Rouge",1,0,Matière,"Fibre de carbone, Polycarbonate",1,0,Poids,"3 kg",1,0,Forme,Rectangulaire,1,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6647,CDM-47CB8A,"Étui violon Rapsody Rocket forma 4/4 con bolsa pour partirturas 4/4",Instrument,Violon,1,1,Marque,Rapsody,1,1,Modèle,Rocket,1,1,"Type produit",Étui,1,1,Taille,4/4,1,1,Couleur,"Blanc, Bleu, Lilas, Menthe, Noir, Rose, Turquoise",1,0,Matière,"Fibre de carbone, Polycarbonate",1,0,Poids,"1,9 kg",1,0,Forme,"Forme, Rocket",1,0,"Capacité archets",2,1,0,Roulettes,,0,0,Variante,,0,0
6648,CDM-D5E5F0,"Étui pour archet de violon/alto/violoncelle Rapsody 85",Instrument,"Violon, Alto, Violoncelle",1,1,Marque,Rapsody,1,1,Modèle,85,1,1,"Type produit","Étui pour archet",1,1,Taille,,0,1,Couleur,"Bleu, Bordeaux, Jaune, Lilas, Noir, Rose, Vert",1,0,Matière,,0,0,Poids,"400 g",1,0,Forme,,0,0,"Capacité archets",1,1,0,Roulettes,,0,0,Variante,,0,0
6665,CDM-F9D1A7,"Colophane violoncelle Pirastro Cellisto",Instrument,Violoncelle,1,1,Marque,Pirastro,1,1,Modèle,Cellisto,1,1,"Type produit",Colophane,1,1,Taille,,0,1,Couleur,,0,0,Matière,,0,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6667,CDM-627EF8,"Sourdine pour violon/alto Artino Practice Mute",Instrument,"Violon, Alto",1,1,Marque,Artino,1,1,Modèle,"Practice Mute",1,1,"Type produit",Sourdine,1,1,Taille,,0,1,Couleur,,0,0,Matière,Caoutchouc,1,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6671,CDM-62795F,"Colophane contrebasse Kolstein Ultra formulation Supreme Hard",Instrument,Contrebasse,1,1,Marque,Kolstein,1,1,Modèle,"Ultra formulation Supreme Hard",1,1,"Type produit",Colophane,1,1,Taille,,0,1,Couleur,,0,0,Matière,,0,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6674,CDM-F1F529,"Colophane contrebasse Kolstein Ultra formulation Supreme Soft",Instrument,Contrebasse,1,1,Marque,Kolstein,1,1,Modèle,"Ultra formulation Supreme Soft",1,1,"Type produit",Colophane,1,1,Taille,,0,1,Couleur,,0,0,Matière,,0,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6677,CDM-ADD825,"Colophane alto Kolstein Ultra formulation Supreme",Instrument,Alto,1,1,Marque,Kolstein,1,1,Modèle,"Ultra formulation Supreme",1,1,"Type produit",Colophane,1,1,Taille,,0,1,Couleur,,0,0,Matière,,0,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6679,CDM-F811C5,"Colophane violon Kolstein Ultra formulation supreme",Instrument,Violon,1,1,Marque,Kolstein,1,1,Modèle,"Ultra formulation supreme",1,1,"Type produit",Colophane,1,1,Taille,,0,1,Couleur,,0,0,Matière,,0,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6681,CDM-166B81,"Housse contrebasse Rapsody ABTB 1/2",Instrument,Contrebasse,1,1,Marque,Rapsody,1,1,Modèle,ABTB,1,1,"Type produit",Housse,1,1,Taille,"1/2, 4/4",1,1,Couleur,,0,0,Matière,Plastique,1,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6682,CDM-3F50B5,"Housse contrebasse Rapsody ABTB 1/4",Instrument,Contrebasse,1,1,Marque,Rapsody,1,1,Modèle,ABTB,1,1,"Type produit",Housse,1,1,Taille,"1/4, 4/4",1,1,Couleur,,0,0,Matière,Plastique,1,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6735,CDM-144D38,"Colophane violon/alto Pirastro Goldflex",Instrument,"Violon, Alto",1,1,Marque,Pirastro,1,1,Modèle,Goldflex,1,1,"Type produit",Colophane,1,1,Taille,,0,1,Couleur,Doré,1,0,Matière,,0,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6737,CDM-0683FE,"Colophane violon/alto Pirastro Oliv/Evah Pirazzi",Instrument,"Violon, Alto",1,1,Marque,Pirastro,1,1,Modèle,"Oliv/Evah Pirazzi",1,1,"Type produit",Colophane,1,1,Taille,,0,1,Couleur,,0,0,Matière,,0,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6739,CDM-9C54A1,"Colophane contrebasse Pops'",Instrument,Contrebasse,1,1,Marque,Pops',1,1,Modèle,,0,1,"Type produit",Colophane,1,1,Taille,,0,1,Couleur,,0,0,Matière,,0,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6763,CDM-F61AF8,"Étui de violoncelle Rapsody EVA1610 3/4",Instrument,Violoncelle,1,1,Marque,Rapsody,1,1,Modèle,EVA1610,1,1,"Type produit",Étui,1,1,Taille,3/4,1,1,Couleur,"Bordeaux, Noir",1,0,Matière,Plastique,1,0,Poids,"4,2 kg",1,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6764,CDM-2226F0,"Étui de violoncelle Rapsody EVA1610 4/4",Instrument,Violoncelle,1,1,Marque,Rapsody,1,1,Modèle,EVA1610,1,1,"Type produit",Étui,1,1,Taille,4/4,1,1,Couleur,"Bordeaux, Noir",1,0,Matière,Plastique,1,0,Poids,"4,7 kg",1,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6765,CDM-085651,"Sourdine pour violon Tourte 2 trous",Instrument,Violon,1,1,Marque,Tourte,1,1,Modèle,"2 trous",1,1,"Type produit",Sourdine,1,1,Taille,,0,1,Couleur,"Bleu, Lilas, Noir, Rouge, Vert",1,0,Matière,Caoutchouc,1,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6773,CDM-53D2DE,"Colophane violoncelle Lapella",Instrument,Violoncelle,1,1,Marque,Lapella,1,1,Modèle,,0,1,"Type produit",Colophane,1,1,Taille,,0,1,Couleur,,0,0,Matière,,0,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6775,CDM-B9E2FB,"Colophane alto Lapella",Instrument,Alto,1,1,Marque,Lapella,1,1,Modèle,,0,1,"Type produit",Colophane,1,1,Taille,,0,1,Couleur,,0,0,Matière,,0,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6777,CDM-495AF9,"Colophane violon Lapella",Instrument,Violon,1,1,Marque,Lapella,1,1,Modèle,,0,1,"Type produit",Colophane,1,1,Taille,,0,1,Couleur,,0,0,Matière,,0,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6787,CDM-4370DA,"Étui de violoncelle Rapsody EVA1610 3/4 Navy blue bleu marino 3/4",Instrument,Violoncelle,1,1,Marque,Rapsody,1,1,Modèle,EVA1610,1,1,"Type produit",Étui,1,1,Taille,3/4,1,1,Couleur,Bleu,1,0,Matière,Plastique,1,0,Poids,"4,2 kg",1,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6791,CDM-5AAB33,"Étui de violoncelle Rapsody EVA1610 4/4 Navy blue bleu marino 4/4",Instrument,Violoncelle,1,1,Marque,Rapsody,1,1,Modèle,EVA1610,1,1,"Type produit",Étui,1,1,Taille,4/4,1,1,Couleur,Bleu,1,0,Matière,Plastique,1,0,Poids,"4,7 kg",1,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6801,CDM-0993C0,"Housse contrebasse Rapsody ABTB 3/4",Instrument,Contrebasse,1,1,Marque,Rapsody,1,1,Modèle,ABTB,1,1,"Type produit",Housse,1,1,Taille,"3/4, 4/4",1,1,Couleur,,0,0,Matière,Plastique,1,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
6802,CDM-BC8FC3,"Housse contrebasse Rapsody ABTB 4/4",Instrument,Contrebasse,1,1,Marque,Rapsody,1,1,Modèle,ABTB,1,1,"Type produit",Housse,1,1,Taille,"4/4, 3/4",1,1,Couleur,,0,0,Matière,Plastique,1,0,Poids,,0,0,Forme,,0,0,"Capacité archets",,0,0,Roulettes,,0,0,Variante,,0,0
