statut,raison,set_id,set_sku,set_titre,set_prix,set_stock,instrument,modele_reconstitue,cordes,candidat_id,candidat_sku,candidat_titre,candidat_prix,candidat_stock,ecart_prix,action_recommandee
a_controler,"Jeu reconstitué depuis des cordes seules du même modèle, sans jeu non-SET trouvé automatiquement.",7740,CDM-SET-VLA-16,"Chaud D’Addario — Kaplan Amo complet",105.62,3.000000,alto,"d kaplan amo","La:CDM-4D7B7C D'Addario Kaplan Amo – La – Medium – Long | Ré:CDM-4E2EDD D'Addario Kaplan Amo – Ré – Medium – Long | Sol:CDM-676855 D'Addario Kaplan Amo – Sol – Medium – Long | Do:CDM-097B44 D'Addario Kaplan Amo – Do – Medium – Long",,,,,,,"Vérifier manuellement si un jeu fabricant existe avec un titre atypique ou une variante à préciser."
a_controler,"Jeu reconstitué depuis des cordes seules du même modèle, sans jeu non-SET trouvé automatiquement.",7741,CDM-SET-VLA-17,"Base Larsen — Larsen Original complet",149.06,1.000000,alto,original,"La:CDM-BC6D5A Larsen – La – Boule – Medium | Ré:CDM-56C764 Larsen – Ré – Medium | Sol:CDM-D6CFA3 Larsen – Sol – Medium | Do:CDM-A066E7 Larsen – Do – Medium",,,,,,,"Vérifier manuellement si un jeu fabricant existe avec un titre atypique ou une variante à préciser."
a_controler,"Jeu reconstitué depuis des cordes seules du même modèle, sans jeu non-SET trouvé automatiquement.",7742,CDM-SET-VLC-05,"Étudiant robuste — Helicore complet",182.29,2.000000,violoncelle,"d helicore","La:CDM-00BEF7 D'Addario Helicore – La – Medium – 4/4 | Ré:CDM-9F23D1 D'Addario Helicore – Ré – Medium – 4/4 | Sol:CDM-8D0639 D'Addario Helicore – Sol – Medium – 4/4 | Do:CDM-C5DF29 D'Addario Helicore – Do – Medium – 4/4",,,,,,,"Vérifier manuellement si un jeu fabricant existe avec un titre atypique ou une variante à préciser."
a_controler,"Jeu reconstitué depuis des cordes seules du même modèle, sans jeu non-SET trouvé automatiquement.",7743,CDM-SET-VLC-06,"Étudiant très stable — Kaplan Solutions complet",186.79,2.000000,violoncelle,"d kaplan solutions","La:CDM-1906E8 D'Addario Kaplan Solutions – La – Medium – 4/4 | Ré:CDM-4585E4 D'Addario Kaplan Solutions – Ré – Medium – 4/4 | Sol:CDM-ECE5EA D'Addario Kaplan Solutions – Sol – Medium – 4/4 | Do:CDM-A3FCEB D'Addario Kaplan Solutions – Do – Medium – 4/4",,,,,,,"Vérifier manuellement si un jeu fabricant existe avec un titre atypique ou une variante à préciser."
doublon_probable,"Jeu reconstitué depuis des cordes seules du même modèle avec jeu Woo non-SET correspondant.",7744,CDM-SET-VLC-07,"Jargar Classic complet",153.17,30.000000,violoncelle,classic,"La:CDM-1A4476 Jargar Classic – La – Medium – 4/4 | Ré:CDM-3A9669 Jargar Classic – Ré – Medium – 4/4 | Sol:CDM-7AD29F Jargar Classic – Sol – Medium – 4/4 | Do:CDM-B047D9 Jargar Classic – Do – Medium – 4/4",5894,CDM-4B7DFE,"Jargar Classic – Medium – 4/4",153.16,45.000000,0.01,"Masquer/dépublier le CDM-SET reconstitué et reporter ses attributs éditoriaux sur le candidat."
doublon_probable,"Jeu reconstitué depuis des cordes seules du même modèle avec jeu Woo non-SET correspondant.",7745,CDM-SET-VLC-08,"Jargar Superior complet",337.89,7.000000,violoncelle,superior,"La:CDM-FBF350 Jargar Superior – La – Medium – 4/4 | Ré:CDM-1466E8 Jargar Superior – Ré – Medium – 4/4 | Sol:CDM-0E2FE8 Jargar Superior – Sol – Medium – 4/4 | Do:CDM-A9A21E Jargar Superior – Do – Medium – 4/4",5902,CDM-BF0A5A,"Jargar Superior – Medium – 4/4",337.88,7.000000,0.01,"Masquer/dépublier le CDM-SET reconstitué et reporter ses attributs éditoriaux sur le candidat."
doublon_probable,"Jeu reconstitué depuis des cordes seules du même modèle avec jeu Woo non-SET correspondant.",7746,CDM-SET-VLC-09,"Jargar Evoke complet",324.97,3.000000,violoncelle,evoke,"La:CDM-5E0473 Jargar Evoke – La – Medium – 4/4 | Ré:CDM-BD4C99 Jargar Evoke – Ré – Medium – 4/4 | Sol:CDM-674065 Jargar Evoke – Sol – Medium – 4/4 | Do:CDM-EF2CA3 Jargar Evoke – Do – Medium – 4/4",5900,CDM-BFB6DB,"Jargar Evoke – Medium – 4/4",324.98,5.000000,-0.01,"Masquer/dépublier le CDM-SET reconstitué et reporter ses attributs éditoriaux sur le candidat."
a_controler,"Jeu reconstitué depuis des cordes seules du même modèle, sans jeu non-SET trouvé automatiquement.",7747,CDM-SET-VLC-10,"Magnacore complet",376.87,2.000000,violoncelle,magnacore,"La:CDM-58CBEA Larsen Magnacore – La – Medium – 4/4 | Ré:CDM-A1AF5D Larsen Magnacore – Ré – Medium – 4/4 | Sol:CDM-72A184 Larsen Magnacore – Sol – Medium – 4/4 | Do:CDM-03B3C9 Larsen Magnacore – Do – Medium – 4/4",,,,,,,"Vérifier manuellement si un jeu fabricant existe avec un titre atypique ou une variante à préciser."
a_controler,"Jeu reconstitué depuis des cordes seules du même modèle, sans jeu non-SET trouvé automatiquement.",7748,CDM-SET-VLC-11,"Magnacore Arioso complet",376.87,1.000000,violoncelle,"magnacore arioso","La:CDM-F3942C Larsen Magnacore Arioso – La – Medium – 4/4 | Ré:CDM-1E0BB2 Larsen Magnacore Arioso – Ré – Medium – 4/4 | Sol:CDM-3E70C5 Larsen Magnacore Arioso – Sol – Medium – 4/4 | Do:CDM-2AA6FB Larsen Magnacore Arioso – Do – Medium – 4/4",,,,,,,"Vérifier manuellement si un jeu fabricant existe avec un titre atypique ou une variante à préciser."
a_controler,"Jeu reconstitué depuis des cordes seules du même modèle, sans jeu non-SET trouvé automatiquement.",7749,CDM-SET-VLC-12,"Il Cannone Warm & Broad complet",399.25,4.000000,violoncelle,"il cannone warm broad","La:CDM-135FA7 Larsen Il Cannone Warm & Broad – La – 4/4 | Ré:CDM-5D07D0 Larsen Il Cannone Warm & Broad – Ré – 4/4 | Sol:CDM-F726CF Larsen Il Cannone Warm & Broad – Sol – 4/4 | Do:CDM-2D066F Larsen Il Cannone Warm & Broad – Do – 4/4",,,,,,,"Vérifier manuellement si un jeu fabricant existe avec un titre atypique ou une variante à préciser."
variante_possible,"Jeu reconstitué depuis des cordes seules du même modèle, rapproché d’une variante non-SET à préciser.",7750,CDM-SET-VLC-13,"Evah Pirazzi complet",350.19,1.000000,violoncelle,"evah pirazzi","La:CDM-7539E8 Pirastro – Evah Pirazzi Heavy – La – 4/4 | Ré:CDM-07876A Pirastro – Evah Pirazzi – Re – Light – 4/4 | Sol:CDM-3A9DAC Pirastro – Evah Pirazzi – Sol – Light – 4/4 | Do:CDM-541C1F Pirastro – Evah Pirazzi – Do – Light – 4/4",5908,CDM-047671,"Pirastro Evah Pirazzi Gold – Medium – 4/4",420.34,2.000000,-70.15,"Comparer les matériaux/tension/attache avant action ; préciser le titre et la description si variante réelle."
doublon_probable,"Jeu reconstitué depuis des cordes seules du même modèle avec jeu Woo non-SET correspondant.",7750,CDM-SET-VLC-13,"Evah Pirazzi complet",350.19,1.000000,violoncelle,"evah pirazzi","La:CDM-7539E8 Pirastro – Evah Pirazzi Heavy – La – 4/4 | Ré:CDM-07876A Pirastro – Evah Pirazzi – Re – Light – 4/4 | Sol:CDM-3A9DAC Pirastro – Evah Pirazzi – Sol – Light – 4/4 | Do:CDM-541C1F Pirastro – Evah Pirazzi – Do – Light – 4/4",5904,CDM-5F2C0D,"Pirastro Evah Pirazzi – Medium – 3/4",192.34,0.000000,157.85,"Masquer/dépublier le CDM-SET reconstitué et reporter ses attributs éditoriaux sur le candidat."
doublon_probable,"Jeu reconstitué depuis des cordes seules du même modèle avec jeu Woo non-SET correspondant.",7750,CDM-SET-VLC-13,"Evah Pirazzi complet",350.19,1.000000,violoncelle,"evah pirazzi","La:CDM-7539E8 Pirastro – Evah Pirazzi Heavy – La – 4/4 | Ré:CDM-07876A Pirastro – Evah Pirazzi – Re – Light – 4/4 | Sol:CDM-3A9DAC Pirastro – Evah Pirazzi – Sol – Light – 4/4 | Do:CDM-541C1F Pirastro – Evah Pirazzi – Do – Light – 4/4",5906,CDM-6177C9,"Pirastro Evah Pirazzi – Light – 4/4",350.19,2.000000,0.00,"Masquer/dépublier le CDM-SET reconstitué et reporter ses attributs éditoriaux sur le candidat."
doublon_probable,"Jeu reconstitué depuis des cordes seules du même modèle avec jeu Woo non-SET correspondant.",7750,CDM-SET-VLC-13,"Evah Pirazzi complet",350.19,1.000000,violoncelle,"evah pirazzi","La:CDM-7539E8 Pirastro – Evah Pirazzi Heavy – La – 4/4 | Ré:CDM-07876A Pirastro – Evah Pirazzi – Re – Light – 4/4 | Sol:CDM-3A9DAC Pirastro – Evah Pirazzi – Sol – Light – 4/4 | Do:CDM-541C1F Pirastro – Evah Pirazzi – Do – Light – 4/4",5910,CDM-B4CD0E,"Pirastro Evah Pirazzi Heavy – 4/4",350.19,0.000000,0.00,"Masquer/dépublier le CDM-SET reconstitué et reporter ses attributs éditoriaux sur le candidat."
doublon_probable,"Jeu reconstitué depuis des cordes seules du même modèle avec jeu Woo non-SET correspondant.",7751,CDM-SET-VLC-14,"Evah Pirazzi Gold complet",420.35,3.000000,violoncelle,"evah pirazzi gold","La:CDM-C5FDD0 Pirastro – Evah Pirazzi Gold – La – Medium – 4/4 | Ré:CDM-73CF19 Pirastro – Evah Pirazzi Gold – Ré – Medium – 4/4 | Sol:CDM-72EB08 Pirastro – Evah Pirazzi Gold – Sol – Medium – 4/4 | Do:CDM-364C76 Pirastro – Evah Pirazzi Gold – Do – Medium – 4/4",5908,CDM-047671,"Pirastro Evah Pirazzi Gold – Medium – 4/4",420.34,2.000000,0.01,"Masquer/dépublier le CDM-SET reconstitué et reporter ses attributs éditoriaux sur le candidat."
a_controler,"Jeu reconstitué depuis des cordes seules du même modèle, sans jeu non-SET trouvé automatiquement.",7752,CDM-SET-VLC-15,"Evah Pirazzi Soloist complet",370.38,3.000000,violoncelle,"evah pirazzi soloist","La:CDM-736AE3 Pirastro – Evah Pirazzi Soloist – La – Medium – 4/4 | Ré:CDM-B1021F Pirastro – Evah Pirazzi Soloist – Ré – Medium – 4/4 | Sol:CDM-30AEC5 Pirastro – Evah Pirazzi Soloist – Sol – Medium – 4/4 | Do:CDM-419E33 Pirastro – Evah Pirazzi Soloist – Do – Medium – 4/4",,,,,,,"Vérifier manuellement si un jeu fabricant existe avec un titre atypique ou une variante à préciser."
a_controler,"Jeu reconstitué depuis des cordes seules du même modèle, sans jeu non-SET trouvé automatiquement.",7753,CDM-SET-VLC-16,"Permanent complet",372.15,1.000000,violoncelle,permanent,"La:CDM-9AB641 Pirastro – Permanent – La – Medium – 4/4 | Ré:CDM-0A8A23 Pirastro – Permanent – Re – Medium – 4/4 | Sol:CDM-E1E38F Pirastro – Permanent – Sol – Medium – 4/4 | Do:CDM-8FEC75 Pirastro – Permanent – Do – Medium – 4/4",,,,,,,"Vérifier manuellement si un jeu fabricant existe avec un titre atypique ou une variante à préciser."
doublon_probable,"Jeu reconstitué depuis des cordes seules du même modèle avec jeu Woo non-SET correspondant.",7754,CDM-SET-VLC-17,"Perpetual complet",369.21,2.000000,violoncelle,perpetual,"La:CDM-5409AC Pirastro – Perpetual – La – Medium – 4/4 | Ré:CDM-FADE57 Pirastro – Perpetual – Re – Medium – 4/4 | Sol:CDM-9F0530 Pirastro – Perpetual – Sol – Medium – 4/4 | Do:CDM-581C57 Pirastro – Perpetual – Do – Medium – 4/4",5914,CDM-0B0BF6,"Pirastro Perpetual – Medium – 4/4",369.21,4.000000,0.00,"Masquer/dépublier le CDM-SET reconstitué et reporter ses attributs éditoriaux sur le candidat."
variante_possible,"Jeu reconstitué depuis des cordes seules du même modèle, rapproché d’une variante non-SET à préciser.",7754,CDM-SET-VLC-17,"Perpetual complet",369.21,2.000000,violoncelle,perpetual,"La:CDM-5409AC Pirastro – Perpetual – La – Medium – 4/4 | Ré:CDM-FADE57 Pirastro – Perpetual – Re – Medium – 4/4 | Sol:CDM-9F0530 Pirastro – Perpetual – Sol – Medium – 4/4 | Do:CDM-581C57 Pirastro – Perpetual – Do – Medium – 4/4",5918,CDM-192FB3,"Pirastro Perpetual Soloist – Medium – 4/4",369.21,5.000000,0.00,"Comparer les matériaux/tension/attache avant action ; préciser le titre et la description si variante réelle."
doublon_probable,"Jeu reconstitué depuis des cordes seules du même modèle avec jeu Woo non-SET correspondant.",7754,CDM-SET-VLC-17,"Perpetual complet",369.21,2.000000,violoncelle,perpetual,"La:CDM-5409AC Pirastro – Perpetual – La – Medium – 4/4 | Ré:CDM-FADE57 Pirastro – Perpetual – Re – Medium – 4/4 | Sol:CDM-9F0530 Pirastro – Perpetual – Sol – Medium – 4/4 | Do:CDM-581C57 Pirastro – Perpetual – Do – Medium – 4/4",5916,CDM-25DFAB,"Pirastro Perpetual Edition – Medium – 4/4",369.21,1.000000,0.00,"Masquer/dépublier le CDM-SET reconstitué et reporter ses attributs éditoriaux sur le candidat."
doublon_probable,"Jeu reconstitué depuis des cordes seules du même modèle avec jeu Woo non-SET correspondant.",7755,CDM-SET-VLC-18,"Perpetual Soloist complet",369.21,4.000000,violoncelle,"perpetual soloist","La:CDM-289459 Pirastro – Perpetual Soloist – La – Medium – 4/4 | Ré:CDM-927550 Pirastro – Perpetual Soloist – Re – Medium – 4/4 | Sol:CDM-908454 Pirastro – Perpetual Soloist – Sol – Medium – 4/4 | Do:CDM-865E59 Pirastro – Perpetual Soloist – Do – Medium – 4/4",5918,CDM-192FB3,"Pirastro Perpetual Soloist – Medium – 4/4",369.21,5.000000,0.00,"Masquer/dépublier le CDM-SET reconstitué et reporter ses attributs éditoriaux sur le candidat."
doublon_probable,"Jeu reconstitué depuis des cordes seules du même modèle avec jeu Woo non-SET correspondant.",7756,CDM-SET-VLC-19,"Versum complet",321.74,7.000000,violoncelle,versum,"La:CDM-6621C6 Thomastik – Versum – La – Medium – 4/4 | Ré:CDM-725451 Thomastik – Versum – Re – Medium – 4/4 | Sol:CDM-B384FA Thomastik – Versum – Sol – Medium – 4/4 | Do:CDM-2A3EFA Thomastik – Versum – Do – Medium – 4/4",5932,CDM-52D8E2,"Thomastik Versum Solo – Medium – 4/4",398.55,5.000000,-76.81,"Masquer/dépublier le CDM-SET reconstitué et reporter ses attributs éditoriaux sur le candidat."
doublon_probable,"Jeu reconstitué depuis des cordes seules du même modèle avec jeu Woo non-SET correspondant.",7756,CDM-SET-VLC-19,"Versum complet",321.74,7.000000,violoncelle,versum,"La:CDM-6621C6 Thomastik – Versum – La – Medium – 4/4 | Ré:CDM-725451 Thomastik – Versum – Re – Medium – 4/4 | Sol:CDM-B384FA Thomastik – Versum – Sol – Medium – 4/4 | Do:CDM-2A3EFA Thomastik – Versum – Do – Medium – 4/4",5930,CDM-E8D67D,"Thomastik Versum – Medium – 4/4",321.74,9.000000,0.00,"Masquer/dépublier le CDM-SET reconstitué et reporter ses attributs éditoriaux sur le candidat."
a_controler,"Jeu reconstitué depuis des cordes seules du même modèle, sans jeu non-SET trouvé automatiquement.",7757,CDM-SET-DB-01,"Orchestre stable — Zyex complet",299.75,1.000000,contrebasse,"d zyex","Mi:CDM-A6BA80 D'Addario – Zyex – Mi – Medium – 3/4 | La:CDM-FFCFDF D'Addario – Zyex – La – Medium – 3/4 | Ré:CDM-FDF64B D'Addario – Zyex – Ré – Medium – 3/4 | Sol:CDM-D20D96 D'Addario – Zyex – Sol – Medium – 3/4",,,,,,,"Vérifier manuellement si un jeu fabricant existe avec un titre atypique ou une variante à préciser."
doublon_probable,"Jeu reconstitué depuis des cordes seules du même modèle avec jeu Woo non-SET correspondant.",7758,CDM-SET-DB-02,"Classique direct — Jargar Classic complet",185.44,1.000000,contrebasse,classic,"Mi:CDM-7EFFE0 Jargar – Classic – Mi – Medium – 4/4 | La:CDM-C44F23 Jargar – Classic – La – Medium – 4/4 | Ré:CDM-94B77A Jargar – Classic – Ré – Medium – 4/4 | Sol:CDM-63B754 Jargar – Classic – Sol – Medium – 4/4",3454,CDM-0CCDFA,"Jargar – Classic 2ª Re Dolce – 4/4",43.51,1,141.93,"Masquer/dépublier le CDM-SET reconstitué et reporter ses attributs éditoriaux sur le candidat."
doublon_probable,"Jeu reconstitué depuis des cordes seules du même modèle avec jeu Woo non-SET correspondant.",7758,CDM-SET-DB-02,"Classique direct — Jargar Classic complet",185.44,1.000000,contrebasse,classic,"Mi:CDM-7EFFE0 Jargar – Classic – Mi – Medium – 4/4 | La:CDM-C44F23 Jargar – Classic – La – Medium – 4/4 | Ré:CDM-94B77A Jargar – Classic – Ré – Medium – 4/4 | Sol:CDM-63B754 Jargar – Classic – Sol – Medium – 4/4",3458,CDM-1E7380,"Jargar – Classic 3ª La Dolce – 4/4",47.65,1,137.79,"Masquer/dépublier le CDM-SET reconstitué et reporter ses attributs éditoriaux sur le candidat."
doublon_probable,"Jeu reconstitué depuis des cordes seules du même modèle avec jeu Woo non-SET correspondant.",7758,CDM-SET-DB-02,"Classique direct — Jargar Classic complet",185.44,1.000000,contrebasse,classic,"Mi:CDM-7EFFE0 Jargar – Classic – Mi – Medium – 4/4 | La:CDM-C44F23 Jargar – Classic – La – Medium – 4/4 | Ré:CDM-94B77A Jargar – Classic – Ré – Medium – 4/4 | Sol:CDM-63B754 Jargar – Classic – Sol – Medium – 4/4",3448,CDM-277F61,"Jargar – Classic 1ª Sol Dolce – 4/4",40.41,1,145.03,"Masquer/dépublier le CDM-SET reconstitué et reporter ses attributs éditoriaux sur le candidat."
doublon_probable,"Jeu reconstitué depuis des cordes seules du même modèle avec jeu Woo non-SET correspondant.",7758,CDM-SET-DB-02,"Classique direct — Jargar Classic complet",185.44,1.000000,contrebasse,classic,"Mi:CDM-7EFFE0 Jargar – Classic – Mi – Medium – 4/4 | La:CDM-C44F23 Jargar – Classic – La – Medium – 4/4 | Ré:CDM-94B77A Jargar – Classic – Ré – Medium – 4/4 | Sol:CDM-63B754 Jargar – Classic – Sol – Medium – 4/4",3460,CDM-C2C4B4,"Jargar – Classic 4ª Mi Dolce – 4/4",53.87,1,131.57,"Masquer/dépublier le CDM-SET reconstitué et reporter ses attributs éditoriaux sur le candidat."
a_controler,"Jeu reconstitué depuis des cordes seules du même modèle, sans jeu non-SET trouvé automatiquement.",7759,CDM-SET-DB-03,"Étudiant acier — Chromcor Orchestra complet",230.08,2.000000,contrebasse,"chromcor orchestra","Mi:CDM-D64D4F Pirastro – Chromcor Orchestra – Mi – Medium – 3/4 | La:CDM-2D34E3 Pirastro – Chromcor Orchestra – La – Medium – 3/4 | Ré:CDM-BFF711 Pirastro – Chromcor Orchestra – Ré – Medium – 3/4 | Sol:CDM-FBFE8B Pirastro – Chromcor Orchestra – Sol – Medium – 3/4",,,,,,,"Vérifier manuellement si un jeu fabricant existe avec un titre atypique ou une variante à préciser."
doublon_probable,"Jeu reconstitué depuis des cordes seules du même modèle avec jeu Woo non-SET correspondant.",7760,CDM-SET-DB-04,"Flexocor Deluxe Orchestra complet",376.88,2.000000,contrebasse,"flexocor deluxe orchestra","Mi:CDM-44A88B Pirastro – Flexocor Deluxe Orchestra – Mi – Medium – 3/4 | La:CDM-2B2A1A Pirastro – Flexocor Deluxe Orchestra – La – Medium – 3/4 | Ré:CDM-9975E8 Pirastro – Flexocor Deluxe Orchestra – Ré – Medium – 3/4 | Sol:CDM-ECEF90 Pirastro – Flexocor Deluxe Orchestra – Sol – Medium – 3/4",5775,CDM-7BBFE8,"Pirastro Flexocor Deluxe Orchestra – Medium – 3/4",376.87,3.000000,0.01,"Masquer/dépublier le CDM-SET reconstitué et reporter ses attributs éditoriaux sur le candidat."
doublon_probable,"Jeu reconstitué depuis des cordes seules du même modèle avec jeu Woo non-SET correspondant.",7760,CDM-SET-DB-04,"Flexocor Deluxe Orchestra complet",376.88,2.000000,contrebasse,"flexocor deluxe orchestra","Mi:CDM-44A88B Pirastro – Flexocor Deluxe Orchestra – Mi – Medium – 3/4 | La:CDM-2B2A1A Pirastro – Flexocor Deluxe Orchestra – La – Medium – 3/4 | Ré:CDM-9975E8 Pirastro – Flexocor Deluxe Orchestra – Ré – Medium – 3/4 | Sol:CDM-ECEF90 Pirastro – Flexocor Deluxe Orchestra – Sol – Medium – 3/4",3559,CDM-8380E6,"Pirastro – Flexocor Deluxe Orchestra Mi Medium 2,10 m – 3/4",140.16,1,236.72,"Masquer/dépublier le CDM-SET reconstitué et reporter ses attributs éditoriaux sur le candidat."
doublon_probable,"Jeu reconstitué depuis des cordes seules du même modèle avec jeu Woo non-SET correspondant.",7761,CDM-SET-DB-05,"Original Flat-Chrome Orchestra complet",489.33,2.000000,contrebasse,"original flat chrome orchestra","Mi:CDM-30DF9E Pirastro – Original Flat-Chrome Orchestra – Mi – Medium – 3/4 | La:CDM-55847D Pirastro – Original Flat-Chrome Orchestra – La – Medium – 3/4 | Ré:CDM-0C4F3B Pirastro – Original Flat-Chrome Orchestra – Ré – Medium – 3/4 | Sol:CDM-B3C1F6 Pirastro – Original Flat-Chrome Orchestra – Sol – Medium – 3/4",5785,CDM-FB0873,"Pirastro Original Flat Chorme Orchestra – Medium – 3/4",489.32,2.000000,0.01,"Masquer/dépublier le CDM-SET reconstitué et reporter ses attributs éditoriaux sur le candidat."
doublon_probable,"Jeu reconstitué depuis des cordes seules du même modèle avec jeu Woo non-SET correspondant.",7762,CDM-SET-DB-08,"Permanent Orchestra complet",379.22,1.000000,contrebasse,"permanent orchestra","Mi:CDM-28D506 Pirastro – Permanent Orchestra – Mi – Medium – 3/4 | La:CDM-371123 Pirastro – Permanent Orchestra – La – Medium – 3/4 | Ré:CDM-A2F8D2 Pirastro – Permanent Orchestra – Ré – Medium – 3/4 | Sol:CDM-1343AE Pirastro – Permanent Orchestra – Sol – Medium – 3/4",5797,CDM-920BAA,"Pirastro Permanent Orchestra – Medium – 3/4",379.22,0.000000,0.00,"Masquer/dépublier le CDM-SET reconstitué et reporter ses attributs éditoriaux sur le candidat."
doublon_probable,"Jeu reconstitué depuis des cordes seules du même modèle avec jeu Woo non-SET correspondant.",7763,CDM-SET-DB-10,"Dominant Orchestra complet",338.21,1.000000,contrebasse,"dominant orchestra","Mi:CDM-FA144D Thomastik – Dominant Orchestra – Mi – Medium – 3/4 | La:CDM-43282C Thomastik – Dominant Orchestra – La – Medium – 3/4 | Ré:CDM-56833B Thomastik – Dominant Orchestra – Ré – Medium – 3/4 | Sol:CDM-7DCBDC Thomastik – Dominant Orchestra – Sol – Medium – 3/4",5813,CDM-A3C067,"Thomastik Dominant Orchestra – Medium – 3/4",338.21,1.000000,0.00,"Masquer/dépublier le CDM-SET reconstitué et reporter ses attributs éditoriaux sur le candidat."
